minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6152143021586761,31.982346127373177,15.537766762305774,35.8254255015234,6.396264034793754,17.471869899327146,12.291892565838182,27.855128952824415
0,Marvin the Martian,0.5934972976155125,31.90652702896119,14.391793733780577,32.512954338064326,6.963786542888613,26.7402605632199,13.062035659274706,20.449231116175532
0,Road Runner,0.6317372031400671,24.55989918864708,13.590568062497278,34.29288406683084,5.108671277350933,28.467481367033216,12.859569250999893,22.531100364817256
0,Foghorn Leghorn,0.6252553382600383,32.09669320343177,15.76450147881906,32.05504452224129,4.172508975644942,16.498119704286797,14.36036056426131,30.08638089393991
0,Bugs Bunny,0.6419016394100151,30.1709462922526,15.590478757059506,35.852570871782774,5.740858205146404,16.20643158878993,11.619293313266981,29.19863817779887
0,Elmer Fudd,0.6182717236254017,30.713405519387234,15.710068050711923,36.995223021939864,6.192107989189668,25.546267876745144,15.795850665903115,28.422735002645325
0,Lola Bunny,0.6343075733652924,38.22579041365093,13.63041106830708,32.93059667428632,4.421263079353137,20.690455825573096,18.568485217717512,36.097935973066576
0,Porky Pig,0.6101627123765193,33.22501819860882,15.916412914554392,34.63771108994668,4.369438416181204,12.686830266984062,11.865738212426107,29.649005110960267
0,Tasmanian Devil,0.6021274817288947,26.988238420340036,14.46841770618298,36.28811691117014,5.300068224026988,23.298122160447058,9.675750930161023,20.52516584689785
0,Gossamer,0.6185369774540076,30.064770821563798,15.617510317527177,37.946295221246665,5.420394935636495,21.819516382369446,13.692076302562546,28.577254265854926
0,Granny,0.6094717228870713,28.08257042912298,14.840863323105394,36.4021650093929,8.07548803677076,20.131670736187154,11.019659191153305,24.042401647479927
0,Wile E. Coyote,0.6210153742840031,29.950293683742412,14.44310683394128,33.39298364542585,6.851882760883053,18.542122694623572,15.350648248149822,30.6058952831065
0,Tweety,0.609684508925857,25.216444130638468,12.663964387549346,33.67607359760265,6.592017903947399,29.069806394280704,10.98054987239382,18.131794183731735
0,Penelope,0.6020888310092707,26.65023427303582,14.797680731072466,32.14550233081716,7.863507706197699,12.165524611375588,15.906031272215657,32.725882429393614
0,Daffy Duck,0.6209821037366822,29.713886655607986,16.953836071165156,32.22182571719678,7.926697577093757,19.629083300714395,13.886264531410022,25.507057414558695
12,Sylvester,0.6144423505932182,32.4506525842521,15.30827760270957,38.231066798441255,7.14366729936499,19.869402020451556,10.837375464224136,25.734043997195187
12,Marvin the Martian,0.5953275717145817,33.14275337728752,13.465271021202616,34.32065863662699,6.001896481696993,21.99695437499132,15.518077478597682,28.862075821133452
12,Road Runner,0.6279359933569552,25.798301774170447,15.542229503358508,39.99174057750747,8.07847297622009,25.87078707078161,13.077342167966336,25.92985308174503
12,Foghorn Leghorn,0.6101372972279182,32.76527823358764,15.766309013064472,34.009472413615654,5.9537935872279295,17.182142601969463,11.760406568402269,25.980926079230272
12,Bugs Bunny,0.6572168613587981,34.4632021266697,15.136582182353063,35.22544903548091,5.1184303561309745,18.217198760114837,12.834435601376756,30.967256640752176
12,Elmer Fudd,0.6215888032912663,29.973651743043618,15.787132824980803,34.00048473300727,4.139349501746502,26.639904937180404,10.725503389726521,19.501987222271765
12,Lola Bunny,0.6308512115529052,30.96150308726567,13.079761600811338,34.335388724230285,4.20144606762299,16.206546126075267,17.24240283900998,37.32634237162127
12,Porky Pig,0.6104952719763755,30.449459494043328,16.777520593568003,38.118331976407845,5.745838900464291,15.173379449791874,13.935561872496127,31.98822094336733
12,Tasmanian Devil,0.6176208811615876,27.425657184926173,15.847722012431426,33.277958162578855,3.536329135561121,19.990291147130943,6.145733910554211,16.47225360423227
12,Gossamer,0.6208704661444759,32.98262478647207,15.608764726633348,34.61433467983973,7.1361210087119815,18.378703811454265,14.390242619553009,29.6759398415112
12,Granny,0.6206899029089356,29.509701791766034,14.666662314205354,36.02594772094028,5.492808273265353,15.821632778306842,14.364921403351234,32.654964604625825
